no,name,code,gu,zip,tel,fax,www,hr,off,class,lati,longi,year
170,송중문화정보도서관,21,강북구,서울특별시 강북구 도봉로 20나길 6(미아동),02-944-3160,02-944-3169,http://www.gblib.or.kr/songjung/,,매월첫째/셋째월요일및법정공휴일,공공도서관,37.620497,127.012362,20100302
1265,송천 북카페(휴관중),21,강북구,서울특별시 강북구 숭인로 39 (송천센트레빌),02-989-6517,,,,토일요일,작은도서관,37.6128577,127.025523,20120502
1448,송천 아름인 도서관,21,강북구,서울특별시 강북구 솔샘로 271 송천아름인지역아동센터 3층,02-984-2237,02-984-2238,http://cafe.daum.net/2009song,,토요일 일요일 공휴일,작은도서관,37.6192197,127.022933,20130724
171,송천동새마을문고,21,강북구,서울특별시 강북구 솔샘로 284 송천동주민센터 2층,02-3778-4168,901-2049,http://moongo.gangbuk.go.kr/www/com/?libno=4,,토요일일요일공휴일,작은도서관,37.6194757,127.023826,19950301
1978,수유1동새마을문고,21,강북구,서울특별시 강북구 삼양로 299 수유1동 주민센터 2층,02-3778-4466,,http://moongo.gangbuk.go.kr/www/com/?libno=9,,토요일일요일공휴일,작은도서관,37.63005097,127.0175594,
177,수유2동새마을문고,21,강북구,서울특별시 강북구 한천로 1117 수유2동주민센터 2층,02-3778-4719,,http://moongo.gangbuk.go.kr/www/com/?libno=10,,토요일일요일공휴일,작은도서관,37.6460762,127.01987,20090101
178,수유3동새마을문고,21,강북구,서울특별시 강북구 노해로 36 수유3동주민센터 2층,02-3778-4768,,http://moongo.gangbuk.go.kr/www/com/?libno=11,,토요일일요일공휴일,작은도서관,37.6399062,127.023118,19950301
167,수유마을작은도서관,21,강북구,서울특별시 강북구 도봉로 71길 26 ,02-988-0304,986-9171,http://cafe.naver.com/suyulibrary/6,,일요일 공휴일,작은도서관,37.6326747,127.022427,20101201
176,수유문화정보도서관,21,강북구,서울특별시 강북구 삼양로 299(수유동),02-944-3170,02-944-3179,http://www.gblib.or.kr/suyu/,,매월첫째/셋째월요일및법정공휴일,공공도서관,37.629997,127.017548,20100811
1588,씽크엘 작은도서관,21,강북구,서울특별시 강북구 삼양로 54길 92 ,02-981-4620,,http://thinkel.modoo.at/,,월요일일요일,작은도서관,37.6234924,127.0229961,
1270,오패산 마을공동체 마을꿈터 도서관,21,강북구,서울특별시 강북구 오현로 31 삼화그린빌 102호,070-7646-0093,,http://cafe.daum.net/gbnanum,,토요일 일요일,작은도서관,37.6168109,127.033633,20130405
164,우리동네작은도서관,21,강북구,서울특별시 강북구 덕릉로40다길 13 번동제일교회 선교 교육관 2층,070-4200-0140,,http://cafe.naver.com/bundongkids,,토요일법정 공휴일,작은도서관,37.6340649,127.029695,20090616
179,우이동 새마을문고,21,강북구,서울특별시 강북구 삼양로 139길 49 우이동주민센터 2층,02-3778-4918,,http://moongo.gangbuk.go.kr/www/com/?libno=12,,토요일일요일공휴일,작은도서관,37.6485492,127.011885,19950301
1979,작은도서관 두루,21,강북구,서울특별시 강북구 삼양로 68가길 20,02-901-0239,,,,토요일 일요일 공휴일,작은도서관,37.62952805,127.0198023,
1264,작은도서관 책이랑 놀자,21,강북구,서울특별시 강북구 삼양로80길 15 2층,02-903-6604,,cafe.daum.net/glife1995,,매주 토요일일요일,작은도서관,37.6315874,127.0188077,20030221
166,작은도서관 함께놀자,21,강북구,서울특별시 강북구 인수봉로 72-42 극동아파트 상가 3층,02-999-2207,,http://www.booknplay.org,,토요일일요일공휴일,작은도서관,37.6450126,127.011092,20100111
1590,좋은 맘 작은도서관,21,강북구,서울특별시 강북구 삼양로 430 2층 ,070-4643-1579,,,,둘째 넷째주 토요일 일요일 공휴일,작은도서관,37.6418485,127.0169019,
161,주영광 어린이도서관,21,강북구,서울특별시 강북구 한천로 109길 67 한양아파트,02-937-3545,937-3545,cafe.daum.net/myfyoungkwang,,일요일 공휴일,작은도서관,37.6273031,127.0407,20120101
1591,지혜어린이도서관,21,강북구,서울특별시 강북구 도봉로65길 35,02-987-5100,,,,매주 토요일일요일,작은도서관,37.6293948,127.0226751,
1269,책읽는 마을,21,강북구,서울특별시 강북구 삼양로54길 68 강북청소년문화정보도서관,070-7620-2304,,www.openb.or.kr,,매주 토요일 일요일,작은도서관,37.6243069,127.021597,20121206
1268,트리베라 1차문고,21,강북구,서울특별시 강북구 삼양로19길 25 삼성래미안트리베라1차 아파트,02-946-1858,946-1860,,,토 일요일,작은도서관,37.6135402,127.020442,20120801
1934,푸른별환경도서관,21,강북구,서울특별시 강북구 삼양로51길 22 양지마을사랑채 1층,02-766-0626,,http://cafe.naver.com/greenlibrary0324,,일요일 공휴일,작은도서관,37.623887,127.017214,
1850,가람작은도서관,1,강서구,서울특별시 강서구 양천로57길 36 가양5종합사회복지관,,,,,-,작은도서관,37.563578,126.854725,
2010,가양9-1단지 작은도서관,1,강서구,서울특별시 강서구 허준로224 관리동 2층,02-2668-9155,,,,토요일 일요일 공휴일,작은도서관,37.55999798,126.8628211,
1838,강서구립 가양도서관,1,강서구,서울특별시 강서구 양천로61길101(가양동 1493),02-3665-8797,,lib.gangseo.seoul.kr,,매주 월요일 법정공휴일,공공도서관,37.561998,126.863777,
60,강서길꽃어린이도서관,1,강서구,서울특별시 강서구 금낭화로24길 5,02-2663-4764,02-2663-4766,http://lib.gangseo.seoul.kr,,매주 월요일 및 법정 공휴일,공공도서관,37.578684,126.813683,20070126
94,강서꿈꾸는어린이도서관,1,강서구,서울특별시 강서구 공항대로 615,02-3663-4025,02-3663-4024,http://lib.gangseo.seoul.kr,,매주 월요일 ,공공도서관,37.547304,126.873301,20080417
1398,강서영어도서관,1,강서구,서울특별시 강서구 곰달래로57가길 26,02-2694-0270,,lib.gangseo.seoul.kr,,매주 화요일일요일을 제외한 법정 공휴일 (단 일요일과  법정공휴일이 겹칠 경우 휴관),공공도서관,37.534573,126.860608,20121221
71,강서점자도서관,1,강서구,서울특별시 강서구 공항대로8길 77-24,02-2661-22782291,02-2661-2269,http://www.ksbl.or.kr/,,토요일(첫째 셋째주) 일요일 법정공휴일,장애인도서관,37.557364,126.812944,20050701
93,강서푸른들청소년도서관,1,강서구,서울특별시 강서구 강서로45다길 71,02-2691-1630,02-2691-1632,http://lib.gangseo.seoul.kr,,매주 월요일 및 법정 공휴일,공공도서관,37.54464,126.835151,20080411
1377,곰달래도서관,1,강서구,서울특별시 강서구 강서로5길 50 (곰달래문화복지센터 5 6층),02-2065-3785,02-2065-3799,http://lib.gangseo.seoul.kr,,매주 월요일 및 법정 공휴일,공공도서관,37.5290568,126.848482,20130329
209,공룡어린이도서관,1,강서구,서울특별시 강서구 까치산로 144 꿈이있는어린이도서관,02-2601-5233,2601-0305,,,월요일,작은도서관,37.5512903,126.853482,20080118
1829,국립국어원 자료실,1,강서구,서울특별시 강서구 금낭화로 154 3층,02-2669-9758,,http://www.korean.go.kr/front/data/dataBookList.do?mn_id=48,,토요일 일요일 법정공휴일,,37.579326,126.813814,
2019,글고운SH작은도서관,1,강서구,서울특별시 강서구 공항대로 124 1102동 1층,070-8917-4505,,,,토요일 일요일 공휴일,작은도서관,37.55941552,126.8208145,
1594,글마루SH작은도서관,1,강서구,서울특별시 강서구 마곡서1로 146,02-2064-0341,,,,토요일 일요일,작은도서관,37.5687853,126.8213525,
197,글벗누리 작은도서관(주민문고),1,강서구,서울특별시 강서구 방화대로 330 방화1동주민센터 2층,02-2600-7962,2620-0573,http://lib.gangseo.seoul.kr/,,토요일 일요일 공휴일,작은도서관,37.57034422,126.8170529,20120320
2020,꿈나래작은도서관,1,강서구,서울특별시 강서구 양천로47가길 25-10 양천교회,02-2658-1472,,,,월요일 공휴일,작은도서관,37.57141825,126.8393728,
2018,꿈빛작은도서관,1,강서구,서울특별시 강서구 공항대로 140 1203동 1층,070-8804-6677,,,,토요일 일요일 공휴일,작은도서관,37.55919935,126.8232506,
1595,꿈이있는도서관,1,강서구,서울특별시 강서구 강서로47길 108,02-2667-1114,,,,토요일 일요일 공휴일,작은도서관,37.554398,126.8304949,
1275,꿈자람 책놀이터,1,강서구,서울특별시 강서구 개화동로 21길 4 방화11단지아파트 종합사회복지관,070-4881-8862,,http://lib.gangseo.seoul.kr/,,일요일,작은도서관,37.5706761,126.805504,20111012
1276,꿈터 작은도서관,1,강서구,서울특별시 강서구 곰달래로 79 화곡1동주민센터 3층,02-2600-7515,,http://lib.gangseo.seoul.kr/,,일요일 및 법정공휴일,작은도서관,37.5313949,126.841577,20130320
1851,나무그늘작은도서관,1,강서구,서울특별시 강서구 마곡서1로 100,02-2663-7235,,,,토요일 일요일 공휴일,작은도서관,37.56213,126.821532,
2021,나무와샘작은도서관,1,강서구,서울특별시 강서구 화곡로68길 149 3층,02-2659-7889,,,,토요일 일요일 공휴일,작은도서관,37.55612256,126.8618503,
1852,나팔부는작은도서관,1,강서구,서울특별시 강서구 마곡중앙로 33,02-2664-3320,,,,일요일 공휴일,작은도서관,37.558208,126.823756,
200,내발산 작은도서관,1,강서구,서울특별시 강서구 강서로52길 89 내발산동문화센터 5층,02-2600-7756,,http://lib.gangseo.seoul.kr/,,일요일 법정공휴일,작은도서관,37.5580476,126.843188,20130116
2016,다빈작은도서관,1,강서구,서울특별시 강서구 마곡서로 168 L-205,02-6014-0691,,,,일요일 공휴일,작은도서관,37.56895872,126.8255367,
1498,다솜SH작은도서관,1,강서구,서울특별시 강서구 마곡서1로 131 2층,,,,,월요일 토요일 일요일,작은도서관,37.5685793,126.818455,20150408
192,도란도란쉼터 작은도서관,1,강서구,서울특별시 강서구 허준로 30 가양1동주민센터 2층,02-2600-7778,,http://lib.gangseo.seoul.kr/,,일요일 및 법정공휴일,작은도서관,37.5701704,126.844769,20121227
194,도리샘 작은도서관,1,강서구,서울특별시 강서구 허준로 202 가양3동주민센터 2층,02-2600-7856,,http://lib.gangseo.seoul.kr/,,토요일 일요일 공휴일,작은도서관,37.5616222,126.86056,20130927
184,등마루골 작은도서관,1,강서구,서울특별시 강서구 등촌로 143 등촌2동주민센터,02-2600-7381,,http://lib.gangseo.seoul.kr/,,토요일 일요일,작은도서관,37.5434255,126.862504,20130222
1492,등불작은도서관,1,강서구,서울특별시 강서구 강서로 29길 20 다솜B 등불작은도서관,02-2691-1004,02-2691-1003,,,월요일,작은도서관,37.5398347,126.840529,20131111
215,등촌 아이파크 도서관,1,강서구,서울특별시 강서구 등촌로 163 등촌아이파크아파트,02-2654-5542,,,,매주 토일요일,작은도서관,37.5445483,126.860106,20090518
1395,등촌구립도서관(등빛도서관),1,강서구,서울특별시 강서구 강서로62길 48,02-3664-6990,02-3664-8045,http://lib.gangseo.seoul.kr/,,매주 마지막 주 월요일 일요일을 제외한 법정 공휴일 (단 일요일과  법정공휴일이 겹칠 경우 휴관),공공도서관,37.562356,126.842241,20120628
210,람원문고,1,강서구,서울특별시 강서구 까치산로 164,02-2605-2599,,,,토요일 일요일 공휴일,작은도서관,37.5523418,126.852929,20080728
2011,로뎀북카페작은도서관,1,강서구,서울특별시 강서구 양천로24길 31(방화동),,,,,토요일 공휴일,작은도서관,37.57196402,126.815772,
1596,마곡엠밸리5단지 SH작은도서관,1,강서구,서울특별시 강서구 마곡서1로 111-11,070-4277-9766,,,,수요일 일요일 공휴일,작은도서관,37.5669516,126.8175418,
2017,마을숲북카페,1,강서구,서울특별시 강서구 개화동로23길 94 4층,02-2662-9786,,,,일요일 공휴일,작은도서관,37.56543601,126.8104547,
1497,많은샘 작은도서관,1,강서구,서울특별시 강서구 양천로 75길 13 2층,070-4642-5527,,,,일요일,작은도서관,37.5509106,126.875029,20150316
211,발음작은도서관,1,강서구,서울특별시 강서구 강서로47나길 35 발음교회,02-2662-1372,2664-9206,http://baleum.org,,없음,작은도서관,37.5518163,126.834594,20080916
199,방그리나 작은도서관,1,강서구,서울특별시 강서구 금낭화로24길 5 방화3동주민센터,02-2600-5267,,http://lib.gangseo.seoul.kr/,,토요일(오후)일요일공휴일,작은도서관,37.5801066,126.813639,20120320
191,배다리 작은도서관,1,강서구,서울특별시 강서구 곰달래로25길 45 화곡8동주민센터 2층,02-2600-7701,,http://lib.gangseo.seoul.kr/,,일요일공휴일,작은도서관,37.5331904,126.848398,20120320
1493,볏고을작은도서관,1,강서구,서울특별시 강서구 곰달래로 57가길 26 화곡4동주민센터 2층,02-2600-7626,02-2620-0543,http://lib.gangseo.seoul.kr/,,일요일,작은도서관,37.5358996,126.860893,20130701
1597,비전도서관,1,강서구,서울특별시 강서구 곰달래로 60길 39,02-2644-8561,,,,,작은도서관,37.530467,126.8633519,
1598,새싹작은도서관,1,강서구,서울특별시 강서구 수명로2길 105 514동 1층,02-2667-5118,,,,토요일 일요일,작은도서관,37.5518799,126.8272014,
2012,생각빚는작은도서관,1,강서구,서울특별시 강서구 공항대로 481 2층,02-8277-7701,,,,토요일 일요일 공휴일,작은도서관,37.55337103,126.8604159,
183,생각열매 작은도서관,1,강서구,서울특별시 강서구 공항대로53가길55 등촌1동주민센터 2층,02-2600-7356,,http://lib.gangseo.seoul.kr/,,일요일공휴일,작은도서관,37.5563584,126.858906,20020101
16,서울특별시교육청강서도서관,1,강서구,서울특별시 강서구 등촌로51나길 29,02-3219-7000,02-2653-0932,http://gslib.sen.go.kr/gslib_index.jsp,,매월 첫째 셋째주 금요일 법정 공휴일 : 일요일을 제외한 법정 공휴일 (일요일과 겹칠 경우 휴관) ,공공도서관,37.547851,126.859896,19830722
2024,솔뫼작은도서관,1,강서구,서울특별시 강서구 가로공원로77길 30 솔뫼공원경로당,02-2690-2468,,,,토요일 일요일 공휴일,작은도서관,37.53802615,126.8385211,
196,송정 작은도서관,1,강서구,서울특별시 강서구 송정길 45 공항동주민센터 2층,02-2600-7932,2620-0570,http://lib.gangseo.seoul.kr/,,일요일 공휴일,작은도서관,37.5592923,126.81015,20130123
1494,수명산작은도서관,1,강서구,서울특별시 강서구 수명로 1길 131 내발산동공공기숙사 지하 1층,02-2666-0037,02-2064-0514,http://lib.gangseo.seoul.kr/,,일요일,작은도서관,37.5549265,126.825169,20140416
